day,conversion_scenario,conversion_scale_factor,counterfactual_method,settlement_payment_usd,independent_realized_value_usd,maximum_post_contingency_loading,absolute_error_usd,overpayment_usd
64,q50,0.9698487058668352,Risk-Constrained Convex Verifier,-145.86689175790525,-64.88253456105303,1.0000000000000022,80.98435719685222,0.0
64,q50,0.9698487058668352,Single Feasible Projection,-159.98393911246785,-64.88253456105303,1.0000000000000022,95.10140455141482,0.0
64,q90,1.3490609178395556,Feasible Quantile Projection,-148.54935028763066,-89.88995364564289,1.0000000000000022,58.65939664198777,0.0
64,q90,1.3490609178395556,Payment-Certified N-1 Verifier,-231.67609961040034,-89.88995364564289,1.0000000000000022,141.78614596475745,0.0
64,q90,1.3490609178395556,Risk-Constrained Convex Verifier,-203.35487375691991,-89.88995364564289,1.0000000000000022,113.46492011127702,0.0
64,q90,1.3490609178395556,Single Feasible Projection,-222.7297209371136,-89.88995364564289,1.0000000000000022,132.8397672914707,0.0
64,q99,5.320912625466783,Feasible Quantile Projection,-597.9783268196861,-344.0035517617689,1.0000000000000022,253.9747750579172,0.0
64,q99,5.320912625466783,Payment-Certified N-1 Verifier,-926.7254054465138,-344.0035517617689,1.0000000000000022,582.7218536847449,0.0
64,q99,5.320912625466783,Risk-Constrained Convex Verifier,-810.5284832210345,-344.0035517617689,1.0000000000000022,466.52493145926564,0.0
64,q99,5.320912625466783,Single Feasible Projection,-891.2005435801584,-344.0035517617689,1.0000000000000022,547.1969918183895,0.0
65,q01,0.5826705226086141,Feasible Quantile Projection,-15.081226974816671,1.7671063327943555,1.0000000000000022,16.848333307611025,0.0
65,q01,0.5826705226086141,Payment-Certified N-1 Verifier,-15.240657132726483,1.7671063327943555,1.0000000000000022,17.00776346552084,0.0
65,q01,0.5826705226086141,Risk-Constrained Convex Verifier,-16.516464154354253,1.7671063327943555,1.000000000000002,18.28357048714861,0.0
65,q01,0.5826705226086141,Single Feasible Projection,-15.240656944752118,1.7671063327943555,1.0000000000000022,17.007763277546474,0.0
65,q10,0.6871175459512688,Feasible Quantile Projection,-17.7846231562944,2.087885167245986,1.0000000000000022,19.872508323540387,0.0
65,q10,0.6871175459512688,Payment-Certified N-1 Verifier,-17.97263208174809,2.087885167245986,1.0000000000000022,20.060517248994074,0.0
65,q10,0.6871175459512688,Risk-Constrained Convex Verifier,-19.477134808063056,2.087885167245986,1.000000000000002,21.565019975309042,0.0
65,q10,0.6871175459512688,Single Feasible Projection,-17.972631860078764,2.087885167245986,1.0000000000000022,20.06051702732475,0.0
65,q50,0.9698487058668352,Feasible Quantile Projection,-25.102537191907686,2.9828408193479845,1.0000000000000022,28.08537801125567,0.0
65,q50,0.9698487058668352,Payment-Certified N-1 Verifier,-25.36790694433148,2.9828408193479845,1.0000000000000022,28.350747763679465,0.0
65,q50,0.9698487058668352,Risk-Constrained Convex Verifier,-27.49147376442488,2.9828408193479845,1.000000000000002,30.474314583772866,0.0
65,q50,0.9698487058668352,Single Feasible Projection,-25.367906631447113,2.9828408193479845,1.0000000000000022,28.350747450795097,0.0
65,q90,1.3490609178395556,Feasible Quantile Projection,-34.91766464126886,4.186929025137939,1.0000000000000022,39.1045936664068,0.0
65,q90,1.3490609178395556,Payment-Certified N-1 Verifier,-35.28679434118385,4.186929025137939,1.0000000000000022,39.47372336632179,0.0
65,q90,1.3490609178395556,Risk-Constrained Convex Verifier,-38.24067878324786,4.186929025137939,1.000000000000002,42.4276078083858,0.0
65,q90,1.3490609178395556,Single Feasible Projection,-35.28679390596517,4.186929025137939,1.0000000000000022,39.47372293110311,0.0
65,q99,5.320912625466783,Feasible Quantile Projection,-139.58996786952412,18.181163927618428,1.0000000000000022,157.77113179714254,0.0
65,q99,5.320912625466783,Payment-Certified N-1 Verifier,-140.48129064168643,18.181163927618428,1.0000000000000022,158.66245456930486,0.0
65,q99,5.320912625466783,Risk-Constrained Convex Verifier,-151.6342084930002,18.181163927618428,1.000000000000002,169.81537242061862,0.0
65,q99,5.320912625466783,Single Feasible Projection,-140.48128892511522,18.181163927618428,1.0000000000000022,158.66245285273365,0.0
66,q01,0.5826705226086141,Feasible Quantile Projection,-6.913445187048637,25.92936328475298,1.0000000000000022,32.84280847180162,0.0
66,q01,0.5826705226086141,Payment-Certified N-1 Verifier,4.072179734315796,25.92936328475298,1.0000000000000022,21.857183550437185,0.0
66,q01,0.5826705226086141,Risk-Constrained Convex Verifier,4.439450627667611,25.92936328475298,1.000000000000002,21.48991265708537,0.0
66,q01,0.5826705226086141,Single Feasible Projection,4.072179891480118,25.92936328475298,1.0000000000000022,21.857183393272862,0.0
66,q10,0.6871175459512688,Feasible Quantile Projection,-8.152719773303033,30.594769633367832,1.0000000000000022,38.747489406670866,0.0
66,q10,0.6871175459512688,Payment-Certified N-1 Verifier,4.802141239599221,30.594769633367832,1.0000000000000022,25.79262839376861,0.0
66,q10,0.6871175459512688,Risk-Constrained Convex Verifier,5.235247540917046,30.594769633367832,1.000000000000002,25.35952209245079,0.0
66,q10,0.6871175459512688,Single Feasible Projection,4.802141424932415,30.594769633367832,1.0000000000000022,25.792628208435417,0.0
66,q50,0.9698487058668352,Feasible Quantile Projection,-11.507353826171311,43.254393320887175,1.0000000000000022,54.761747147058486,0.0
66,q50,0.9698487058668352,Payment-Certified N-1 Verifier,6.7780985859772045,43.254393320887175,1.0000000000000022,36.47629473490997,0.0
66,q50,0.9698487058668352,Risk-Constrained Convex Verifier,7.415196329886385,43.254393320887175,1.000000000000002,35.83919699100079,0.0
66,q50,0.9698487058668352,Single Feasible Projection,6.778098847575166,43.254393320887175,1.0000000000000022,36.47629447331201,0.0
66,q90,1.3490609178395556,Feasible Quantile Projection,-16.006745403405148,60.29701596045015,1.0000000000000022,76.3037613638553,0.0
66,q90,1.3490609178395556,Payment-Certified N-1 Verifier,9.46004764112331,60.29701596045015,1.0000000000000022,50.83696831932684,0.0
66,q90,1.3490609178395556,Risk-Constrained Convex Verifier,10.434267260545314,60.29701596045015,1.000000000000002,49.86274869990484,0.0
66,q90,1.3490609178395556,Single Feasible Projection,9.460048006863875,60.29701596045015,1.0000000000000022,50.83696795358628,0.0
66,q99,5.320912625466783,Feasible Quantile Projection,-63.133171069870514,242.89158043944735,1.0000000000000022,306.02475150931787,0.0
66,q99,5.320912625466783,Payment-Certified N-1 Verifier,38.21340241271719,242.89158043944735,1.000000000000002,204.67817802673017,0.0
66,q99,5.320912625466783,Risk-Constrained Convex Verifier,42.618482966865486,242.89158043944735,1.000000000000002,200.27309747258187,0.0
66,q99,5.320912625466783,Single Feasible Projection,38.213403855246725,242.89158043944735,1.0000000000000022,204.67817658420063,0.0
67,q01,0.5826705226086141,Feasible Quantile Projection,-2.950010821767137,24.189383709317553,1.0000000000000022,27.13939453108469,0.0
67,q01,0.5826705226086141,Payment-Certified N-1 Verifier,1.7485146368126154,24.189383709317553,1.0000000000000022,22.44086907250494,0.0
67,q01,0.5826705226086141,Risk-Constrained Convex Verifier,1.0293619736385153,24.189383709317553,1.000000000000002,23.160021735679038,0.0
67,q01,0.5826705226086141,Single Feasible Projection,1.7485147259121732,24.189383709317553,1.0000000000000022,22.44086898340538,0.0
67,q10,0.6871175459512688,Feasible Quantile Projection,-3.478817132023323,28.53826715969808,1.0000000000000022,32.0170842917214,0.0
67,q10,0.6871175459512688,Payment-Certified N-1 Verifier,2.0619458848450445,28.53826715969808,1.0000000000000022,26.476321274853035,0.0
67,q10,0.6871175459512688,Risk-Constrained Convex Verifier,1.213880994115243,28.53826715969808,1.000000000000002,27.324386165582837,0.0
67,q10,0.6871175459512688,Single Feasible Projection,2.0619459899135113,28.53826715969808,1.0000000000000022,26.47632116978457,0.0
67,q50,0.9698487058668352,Feasible Quantile Projection,-4.910260716422272,40.31713336520079,1.0000000000000022,45.22739408162306,0.0
67,q50,0.9698487058668352,Payment-Certified N-1 Verifier,2.910383470423767,40.31713336520079,1.0000000000000022,37.40674989477702,0.0
67,q50,0.9698487058668352,Risk-Constrained Convex Verifier,1.713361735775834,40.31713336520079,1.000000000000002,38.603771629424955,0.0
67,q50,0.9698487058668352,Single Feasible Projection,2.910383618722335,40.31713336520079,1.000000000000002,37.406749746478454,0.0
67,q90,1.3490609178395556,Feasible Quantile Projection,-6.830179582499113,56.14507814560966,1.0000000000000022,62.97525772810877,0.0
67,q90,1.3490609178395556,Payment-Certified N-1 Verifier,4.048347512472901,56.14507814560966,1.0000000000000022,52.09673063313676,0.0
67,q90,1.3490609178395556,Risk-Constrained Convex Verifier,2.383288591168821,56.14507814560966,1.000000000000002,53.76178955444084,0.0
67,q90,1.3490609178395556,Single Feasible Projection,4.048347718755395,56.14507814560966,1.0000000000000022,52.096730426854265,0.0
67,q99,5.320912625466783,Feasible Quantile Projection,-26.93932371338451,224.10487578098218,1.0000000000000022,251.0441994943667,0.0
67,q99,5.320912625466783,Payment-Certified N-1 Verifier,15.967331872519932,224.10487578098218,1.0000000000000022,208.13754390846225,0.0
67,q99,5.320912625466783,Risk-Constrained Convex Verifier,9.733259670263585,224.10487578098218,1.000000000000002,214.3716161107186,0.0
67,q99,5.320912625466783,Single Feasible Projection,15.96733268615753,224.10487578098218,1.0000000000000022,208.13754309482465,0.0
68,q01,0.5826705226086141,Feasible Quantile Projection,-21.807280556622572,-11.655449193202005,1.0000000000000022,10.151831363420568,0.0
68,q01,0.5826705226086141,Payment-Certified N-1 Verifier,-29.234426779668865,-11.655449193202005,1.0000000000000022,17.578977586466863,0.0
68,q01,0.5826705226086141,Risk-Constrained Convex Verifier,-32.01957643208698,-11.655449193202005,1.000000000000002,20.364127238884976,0.0
68,q01,0.5826705226086141,Single Feasible Projection,-25.58802369078512,-11.655449193202005,1.000000000000002,13.932574497583117,0.0
68,q10,0.6871175459512688,Feasible Quantile Projection,-25.716360307455034,-13.731962744048358,1.0000000000000022,11.984397563406676,0.0
68,q10,0.6871175459512688,Payment-Certified N-1 Verifier,-34.474864965208326,-13.731962744048358,1.0000000000000022,20.742902221159966,0.0
68,q10,0.6871175459512688,Risk-Constrained Convex Verifier,-37.75926862048618,-13.731962744048358,1.000000000000002,24.027305876437822,0.0
68,q10,0.6871175459512688,Single Feasible Projection,-30.174823269666376,-13.731962744048358,1.0000000000000022,16.442860525618016,0.0
68,q50,0.9698487058668352,Feasible Quantile Projection,-36.29797974270332,-19.336084876196765,1.0000000000000022,16.961894866506555,0.0
68,q50,0.9698487058668352,Payment-Certified N-1 Verifier,-48.66038331935306,-19.336084876196765,1.0000000000000022,29.324298443156295,0.0
68,q50,0.9698487058668352,Risk-Constrained Convex Verifier,-53.296234424282375,-19.336084876196765,1.000000000000002,33.96014954808561,0.0
68,q50,0.9698487058668352,Single Feasible Projection,-42.59098529834955,-19.336084876196765,1.0000000000000022,23.254900422152787,0.0
68,q90,1.3490609178395556,Feasible Quantile Projection,-50.49054102066839,-26.846424593126365,1.0000000000000022,23.644116427542023,0.0
68,q90,1.3490609178395556,Payment-Certified N-1 Verifier,-67.68666183305868,-26.846424593126365,1.0000000000000022,40.840237239932314,0.0
68,q90,1.3490609178395556,Risk-Constrained Convex Verifier,-74.13513725891244,-26.846424593126365,1.000000000000002,47.28871266578607,0.0
68,q90,1.3490609178395556,Single Feasible Projection,-59.244120624893185,-26.846424593126365,1.0000000000000022,32.39769603176682,0.0
68,q99,5.320912625466783,Feasible Quantile Projection,-202.60050144609158,-104.00325957168933,1.0000000000000022,98.59724187440226,0.0
68,q99,5.320912625466783,Payment-Certified N-1 Verifier,-269.04232615701403,-104.00325957168933,1.0000000000000022,165.0390665853247,0.0
68,q99,5.320912625466783,Risk-Constrained Convex Verifier,-293.6990846358203,-104.00325957168933,1.000000000000002,189.695825064131,0.0
68,q99,5.320912625466783,Single Feasible Projection,-235.41230128695497,-104.00325957168933,1.0000000000000022,131.40904171526563,0.0
69,q01,0.5826705226086141,Feasible Quantile Projection,-63.00342834460935,-79.85866896595326,1.0000000000000022,16.85524062134391,16.85524062134391
69,q01,0.5826705226086141,Payment-Certified N-1 Verifier,-108.9430959311303,-79.85866896595326,1.0000000000000022,29.084426965177045,0.0
69,q01,0.5826705226086141,Risk-Constrained Convex Verifier,-105.10908437327271,-79.85866896595326,1.0000000000000022,25.25041540731945,0.0
69,q01,0.5826705226086141,Single Feasible Projection,-96.27995566605387,-79.85866896595326,1.0000000000000022,16.42128670010061,0.0
69,q10,0.6871175459512688,Feasible Quantile Projection,-74.29715317818591,-94.16652234702269,1.0000000000000022,19.869369168836784,19.869369168836784
69,q10,0.6871175459512688,Payment-Certified N-1 Verifier,-128.47176889848197,-94.16652234702269,1.0000000000000022,34.30524655145928,0.0
69,q10,0.6871175459512688,Risk-Constrained Convex Verifier,-123.89560345844257,-94.16652234702269,1.0000000000000022,29.729081111419873,0.0
69,q10,0.6871175459512688,Single Feasible Projection,-113.49174469938043,-94.16652234702269,1.0000000000000022,19.32522235235774,0.0
69,q50,0.9698487058668352,Feasible Quantile Projection,-104.86851672474404,-132.7834488960434,1.0000000000000022,27.91493217129937,27.91493217129937
69,q50,0.9698487058668352,Payment-Certified N-1 Verifier,-181.33459047988435,-132.7834488960434,1.0000000000000022,48.551141583840945,0.0
69,q50,0.9698487058668352,Risk-Constrained Convex Verifier,-174.687657423603,-132.7834488960434,1.0000000000000022,41.904208527559604,0.0
69,q50,0.9698487058668352,Single Feasible Projection,-160.06468525626588,-132.7834488960434,1.0000000000000022,27.281236360222465,0.0
69,q90,1.3490609178395556,Feasible Quantile Projection,-146.3991255864821,-184.52541292629212,1.0000000000000022,38.126287339810006,38.126287339810006
69,q90,1.3490609178395556,Payment-Certified N-1 Verifier,-252.3111507767444,-184.52541292629212,1.0000000000000022,67.78573785045228,0.0
69,q90,1.3490609178395556,Risk-Constrained Convex Verifier,-243.14304042864205,-184.52541292629212,1.0000000000000022,58.61762750234993,0.0
69,q90,1.3490609178395556,Single Feasible Projection,-222.70040376535144,-184.52541292629212,1.0000000000000022,38.17499083905932,0.0
69,q99,5.320912625466783,Feasible Quantile Projection,-589.8870509336975,-726.1246282526408,1.0000000000000022,136.2375773189433,136.2375773189433
69,q99,5.320912625466783,Payment-Certified N-1 Verifier,-1010.692220265264,-726.1246282526408,1.0000000000000022,284.5675920126232,0.0
69,q99,5.320912625466783,Risk-Constrained Convex Verifier,-970.7084513753871,-726.1246282526408,1.0000000000000022,244.58382312274625,0.0
69,q99,5.320912625466783,Single Feasible Projection,-892.4149328485328,-726.1246282526408,1.0000000000000022,166.29030459589194,0.0
70,q01,0.5826705226086141,Feasible Quantile Projection,-45.42529016871231,-27.22097663752902,1.0000000000000022,18.20431353118329,0.0
70,q01,0.5826705226086141,Payment-Certified N-1 Verifier,-58.81470287870434,-27.22097663752902,1.0000000000000022,31.593726241175318,0.0
70,q01,0.5826705226086141,Risk-Constrained Convex Verifier,-35.669718222499796,-27.22097663752902,1.0000000000000022,8.448741584970776,0.0
70,q01,0.5826705226086141,Single Feasible Projection,-37.43164417355547,-27.22097663752902,1.0000000000000022,10.210667536026449,0.0
70,q10,0.6871175459512688,Feasible Quantile Projection,-53.568033208724955,-32.08077162524387,1.0000000000000022,21.487261583481086,0.0
70,q10,0.6871175459512688,Payment-Certified N-1 Verifier,-69.35757471810757,-32.08077162524387,1.0000000000000022,37.2768030928637,0.0
70,q10,0.6871175459512688,Risk-Constrained Convex Verifier,-42.0088338166297,-32.08077162524387,1.0000000000000022,9.928062191385834,0.0
70,q10,0.6871175459512688,Single Feasible Projection,-44.09187183137692,-32.08077162524387,1.0000000000000022,12.011100206133051,0.0
70,q50,0.9698487058668352,Feasible Quantile Projection,-75.60989817454174,-45.11527309398298,1.0000000000000022,30.494625080558762,0.0
70,q50,0.9698487058668352,Payment-Certified N-1 Verifier,-97.79103589956685,-45.11527309398298,1.0000000000000022,52.67576280558387,0.0
70,q50,0.9698487058668352,Risk-Constrained Convex Verifier,-59.12632576141186,-45.11527309398298,1.0000000000000022,14.011052667428885,0.0
70,q50,0.9698487058668352,Single Feasible Projection,-62.00325217018508,-45.11527309398298,1.0000000000000022,16.8879790762021,0.0
70,q90,1.3490609178395556,Feasible Quantile Projection,-105.68454012647453,-62.617744537497856,1.0000000000000022,43.066795588976674,0.0
70,q90,1.3490609178395556,Payment-Certified N-1 Verifier,-136.2788384770629,-62.617744537497856,1.0000000000000022,73.66109393956503,0.0
70,q90,1.3490609178395556,Risk-Constrained Convex Verifier,-82.38571102804599,-62.617744537497856,1.0000000000000022,19.767966490548133,0.0
70,q90,1.3490609178395556,Single Feasible Projection,-86.37826212221444,-62.617744537497856,1.0000000000000022,23.76051758471658,0.0
70,q99,5.320912625466783,Feasible Quantile Projection,-424.37397801357656,-241.4615255806857,1.0000000000000022,182.91245243289086,0.0
70,q99,5.320912625466783,Payment-Certified N-1 Verifier,-544.3598921362791,-241.4615255806857,1.0000000000000022,302.8983665555934,0.0
70,q99,5.320912625466783,Risk-Constrained Convex Verifier,-325.8606703238347,-241.4615255806857,1.000000000000002,84.39914474314901,0.0
70,q99,5.320912625466783,Single Feasible Projection,-345.38749204219687,-241.4615255806857,1.0000000000000022,103.92596646151117,0.0
71,q01,0.5826705226086141,Feasible Quantile Projection,-63.62773676630786,-8.378971031297624,1.0000000000000022,55.24876573501024,0.0
71,q01,0.5826705226086141,Payment-Certified N-1 Verifier,-76.39907649597626,-8.378971031297624,1.0000000000000022,68.02010546467864,0.0
71,q01,0.5826705226086141,Risk-Constrained Convex Verifier,-75.04458823074856,-8.378971031297624,1.000000000000002,66.66561719945094,0.0
71,q01,0.5826705226086141,Single Feasible Projection,-61.72684502308948,-8.378971031297624,1.0000000000000022,53.34787399179186,0.0
71,q10,0.6871175459512688,Feasible Quantile Projection,-75.0333724547545,-9.832515742420586,1.0000000000000022,65.20085671233392,0.0
71,q10,0.6871175459512688,Payment-Certified N-1 Verifier,-89.98006107351466,-9.832515742420586,1.0000000000000022,80.14754533109408,0.0
71,q10,0.6871175459512688,Risk-Constrained Convex Verifier,-88.38698906553691,-9.832515742420586,1.000000000000002,78.55447332311633,0.0
71,q10,0.6871175459512688,Single Feasible Projection,-72.63598143502895,-9.832515742420586,1.0000000000000022,62.80346569260837,0.0
71,q50,0.9698487058668352,Feasible Quantile Projection,-105.90767125779348,-13.55517874555699,1.0000000000000022,92.3524925122365,0.0
